torque,ambient,coolant,motor_speed,stator_yoke,stator_winding
0.1871007978916168,19.850690841674805,18.80517196655273,0.0028655678033828,18.316547393798828,19.086669921875
0.2454174906015396,19.85067176818848,18.81857109069824,0.000256781670032,18.31495475769043,19.092390060424805
0.1766153424978256,19.85065650939941,18.82876968383789,0.0023549713660031,18.32630729675293,19.089380264282227
0.2383027076721191,19.85064697265625,18.835567474365234,0.0061046658083796,18.330833435058597,19.083030700683597
0.2081966549158096,19.85063934326172,18.857032775878903,0.0031328229233622,18.326662063598636,19.0825252532959
0.4762178361415863,19.85063362121582,18.90154838562012,0.0096361236646771,18.323862075805664,19.07710838317871
0.6700153350830078,19.850629806518555,18.94171142578125,0.0013370123924687,18.321935653686523,19.074583053588867
0.7520354986190796,19.85062789916992,18.960861206054688,0.0014219575095921,18.31465530395508,19.08249855041504
0.9105414152145386,19.85062599182129,18.97354507446289,0.0005765525856986,18.30692481994629,19.085533142089844
0.9240097999572754,19.850624084472656,18.987812042236328,-0.0012478795833885,18.301733016967773,19.076025009155277
1.0335381031036377,19.850622177124023,18.99870109558105,0.0018526752246543,18.30541610717773,19.078054428100582
1.0317845344543457,19.8769588470459,19.004302978515625,-0.0041424613445997,18.30359268188477,19.083162307739254
1.080854415893555,19.902965545654297,18.99006080627441,0.0033632672857493,18.31222152709961,19.089574813842773
1.1154041290283203,19.85196304321289,18.96543502807617,-0.0035653251688927,18.313796997070312,19.10191345214844
1.0890792608261108,19.85222816467285,18.929105758666992,-0.0005803902167826,18.31996154785156,19.101842880249023
1.15120267868042,19.85196304321289,18.88047218322754,0.0002804615360219,18.332565307617188,19.096738815307617
1.0966111421585083,19.92391586303711,18.83951759338379,-0.001451865537092,18.33057403564453,19.092737197875977
1.1633228063583374,19.903139114379883,18.80728530883789,-0.0015386209124699,18.32253646850586,19.09233856201172
1.1218205690383911,19.88825035095215,18.779071807861328,-0.0032630928326398,18.31739616394043,19.09185791015625
1.1148113012313845,19.87758445739746,18.773731231689453,0.0007869527325965,18.310976028442383,19.09414291381836
1.1209051609039309,19.86993980407715,18.800945281982425,-0.0012790844775736,18.3089542388916,19.102876663208008
1.1102606058120728,19.864463806152344,18.83547019958496,0.0014467239379882,18.30624008178711,19.10789680480957
1.1721737384796145,19.86054039001465,18.84711456298828,0.0026509019080549,18.302207946777344,19.10292625427246
1.1157753467559814,19.85772705078125,18.856868743896484,0.000162570097018,18.30116844177246,19.099063873291016
0.6384467482566833,19.855712890625,18.88525009155273,4.788293361663818,18.30085182189941,19.09810256958008
2.6897075176239014,19.85426902770996,18.936124801635746,117.7774887084961,18.303977966308597,19.090200424194336
10.858562469482422,19.853235244750977,18.967649459838867,333.6721496582031,18.321258544921875,19.08249282836914
18.124547958374023,19.85249328613281,18.974653244018555,630.3953247070312,18.33045768737793,19.08237838745117
23.2641658782959,19.85196304321289,18.984926223754883,984.8758544921876,18.323116302490234,19.08900451660156
26.644554138183597,19.851581573486328,18.994495391845703,1380.6849365234375,18.31703758239746,19.077804565429688
23.393009185791016,19.85130882263184,18.994611740112305,1806.12451171875,18.314149856567383,19.05853080749512
26.759754180908203,19.85111427307129,18.994813919067383,2252.7548828125,18.312969207763672,19.049341201782227
29.104347229003903,19.850975036621094,18.97593688964844,2714.52392578125,18.315900802612305,19.052419662475582
30.66880989074707,19.850873947143555,18.94110679626465,3187.173583984375,18.314189910888672,19.081937789916992
32.56956481933594,19.850801467895508,18.910120010375977,3662.767333984375,18.3079833984375,19.080291748046875
37.01316452026367,19.850749969482425,18.874515533447266,4041.967041015625,18.318531036376957,19.053178787231445
40.28695297241211,19.8507137298584,18.846973419189453,4313.6005859375,18.33513069152832,19.06388664245605
